tweet;durum
Konserden sonra Turkcell'in sayfasında direk Bitti Rüya çalması Turkcell'in ve hayatın bize anca rüyanızda görürsünüz deme tarzıdır.;2
ilk fırsatta hattımı iptalı iptal ettireceğim. tebrikler.;2
numaramı Avea'ya taşıdım ama Turkcell o günden beri mesaj gönderip duruyor. bosuna ugrasma canım, sana dönmem bir daha :));2
ya varya Allah'tan durexte falan çalışmıyosun.;2
Oha internet paketim bitti  ve yeni yapmistimm ne oluyor sana Turkcell;2
iletisim uzerine en duygusal reklami yapiyorsun ama iletisimi saglayamiyorsun #turkcell illet ettin kac gundur;2
"#Turkcell bugun hic msj atmadi ""kesin ba$ka biri var"" :/";2
işin gücün dalavere yeminlee;2
superonline hayrına aramaz pek:) bence aç yüzüne kapat:));2
saymiyorum hic ama 20 tane vardir herhalde :D bu aralar turkcell bile unuttu beni !;2
Bı ıpad işini halledemeyen turkcell platinum uyesı  cinnet geçirerek saçlarını yoldu!;2
#Turkcell'den yeni bir hizmet daha! Unutkanlık. Numaranızı verin, biz yine soralım. Hayat salladıkça güzel.;2
"bugün turkcell'den mesaj gelmeyince musteri hizmetlerini arayıp ""hmm neyse sen mesgulsun galiba bye"" deyip kapattım.";2
3G de herzaman heryerde hep problem var sevgili;2
#turkcell koca #baskentuniversitesi kampusunde hala edge takilioruz... Yakismadi bu sana;2
"Önce  şimdi  Turkcell için Özcan Deniz'den geliyor: ""Sen beni öldürcen mi, çıldırtcan mı canım?""";2
Turkcell fiyattan ote cok uzun zamanda yapiyor herhangi bir yere verin 50 lira tutmaz ama biri bozulunca butun tuslar degisebiliyo;2
turkcell seni sesinden tanir :D aklima geldi de kendi kendime guldumm :D;2
orospusun turkcell biliyosun paketimin bittiğini inadına mesaj atıyosun :D:D;2
bir de bankalar, digitürk ve türkcell tam bir mücadele :);2
BUYUK FIRSAT ve RUMARAli turkcell mesajlari bi daha gelirse turkcelli terkediyorum. Geri mesaj bile atmaya calistim düs yakamdan tcell diye;2
Carrier IQ skandalı hakkında neden bir açıklama yapmıyorsunuz? RT yapalım lütfen. Zekeriya Beyaz;2
beşiktaş'ın orta yerindeyim. internet edge. arada bir edge'den hallice 3g çekiyor. teşekkürler #turkcell.;2
#simdikiaklimla  tim 'den taahhütlü cihaz almazdım...;2
"Dur bi mesaj atalımda sevgilisinden zannetsin.  -Turkcell :D:D  &gt;&gt;RİHLE&lt;&lt;";2
cok kizdimm cokkkk;2
Laaaaaan golü yedik mobil tv de gitti!!! Ebeni turkcell ebeni ligtv!!!;2
vodafone herkesin hakki ama sn halaa turkcell;2
bugün tarifeyi hatırlayamadığım için arıyorum öyle bir değişiklik yapılmamış 'ıiı tamam yapın ozaman' diyorum;2
bu boktan şeyler de beni bulur zaten aras kargo-türksel-öğrenci işleri hepsine de aynı zamanda uğranılmıyo ki la;2
Bir Ekşi zevkim vardı onu da aldın ya Turkcell seni ben var yaaaa ekranımdan niye uzak durmazsin ki;2
Ibne turkcell piç yine yeniledi int paketimi ya;2
"2 senedir kullandığım faturalı hattımı, ""eksik belge"" yüzünden, yılbaşı öncesi aramalara kapatan, ey vefasız turkcell";2
Birinden mesaj beklerken o gelen mesajın basında koskoca TURKCELL yazması kadar acımasız birsey yok :(;2
sadece turkcell mesaj atiyorsa yalniz kalmissın demektir.;2
ôyle değil iste, kısmen belki:)) anlatırım geldigimde ayrıntıları. Turkcell hattim hala iptal:(;2
"Bu Turkcell nası 4 çeker lan.. Hiç bir yerden çekmiyor adam gibi.. Reklama verdiği parayla şu antenleri düzeltse ya.. ??(/%(%?)(/&amp;)";2
Bu defa da sms altyapin mi pırtladi ulen turkcell? 2012de kılım sana :);2
türkcellden telefon alabilmek için illa bi kaç aylık faturalı hattımız mı olması gerekiyor...;2
Bir ay boyunca haftanın bir gunu diyor konus diyor bağıra bağıra ama bir saat yazısını ekranda gösterio söylemiyor UYANIK turkcell;2
ınternet paketım bıtmek uzere ya 1 ay bıle olmadı turkcell allah belanı versın;2
O 2sms de  e sadakamiz olsun,tesyevden daha cok ihtiyaci var belli ki;2
an itibarı ile superonline benim için bitmiştir.13 yıllık faturalı turkcell hattımıda en kısa zamanda taşıyacağım.;2
2 yıldır yaşadığım sinyal problemine hala çözüm bulunamadı. Yazıklar olsun Turkcell !!!;2
türkcell hizmetlerini arıyorum,mesaj bırakıyorum her nedense bir türlü geri dönmüyorlar.....turkcell....duyurulur..;2
acaba turkcell kullanmayı bırakan 819.000 kişi bu şikecıler mı? :));2
kısa mesaj yoluyla taciz etmek bir suçtur. İstemiyorum, artık bir buna bir son ver.;2
#turkcell seni Allah'a havale ediyorum.;2
Kanyon Turkcell derki Turkcell müşteri hizmetleri yetkili değil. Onlar size soylemiş olabilir ama gecersiz !;2
Size bu tweeti atmak için 10 dk.dır uğraşıyorum düşünün artık ne kadar hızlı Turkcell Vınn. 1 yıl imzaladığım sözleşmenin süresini;2
12Yıldır Trcell faturalı hat kullanıyorm ama 6 aylık fatura toplamı 250TL geçmediğnden sözleşmeli telefon alamıyorm.Müşt. politikanızın a.q;2
Bütün Turkcellilerde hayat paylaşınca güzel çalıyor.. Hoşuma giden müzikten midem bulanmaya başladı sanki :)));2
Kız arkadaşımdan fazla Turkcell mesaj atıyor günde bin tane mesaj yeter;2
Bunca yıllık turkcell kullanıcısıyım beni hiç bulmuyor böyle şeyler!;2
11 yıllık aboneniz olarak sizinle tüm ilişkimi kesiyorum. Rakipleriniz karşısında erimenizi keyifle izleyeceğim.;2
Bu kadar mı fakirlediniz? Kampanya tanıtımı için ısrarla çaldırıp kapatıyorsunuz!Yıllardır tonla para ödüyorum size yazıklar olsun!;2
Ohhh bu ayki tel fatura paramı tamirci senden önce kaptı Turkcell;2
bu saatte gelen mesaj elbet turkcell'den gelir... senden gelecek değil ya...;2
Mesajsa turkcell'dir. Arayansa annemdir. Çok yanlızım :(;2
Bu Turkcell kafayı mı yemiş acaba? Hilton'da gece yapıyor personeline. Önce Duman'ı çıkarıyor, sonra Erol Büyükburç'u. Müsebbibi merak ettim;2
sanane istedigimi derim ben sa na ne;2
o değilde turkcell bu ay ki 250 dakikamın üstüne yattı sanırım:/;2
+ Kanka Turkcell'i kazıkladım. - Nasıl Lan ? + Sms yaptım seneye bitiyo :D - Allah belanı versin :)';2
o zaman turkcell'in yılbaşı öztürkcell reklamını izle iyice dumur ol, paralel evrendeki berbat bir turkcell'in reklamı sanki.;2
Konturum olmadiginda Turkcell in bana msg atmasi bile insani uzuyo lan.Tl yuklede bizde kurtulalim gibi gunde 5defa...;2
1'e 5 veren Turkcell kampanyasının yüzünün Serdar Ortaç olması hiç şaşırtıcı gelmedi nedense.;2
lan türksel şu saçma salak genc kafası at kafası kampanya reklamlarının mesajlarını atmayı kes!;2
1 gb internet pakedim de bitti lanet turkcell.;2
Bu Turkcell'de iyice uçtu amk  Yok 20 yükle 120 al 40 yükle 400 al Hesaplamalarıma Göre 30Bin TL Yüklesem şirketi üstüme yapacaklar;2
türkcelle bir gökhan özen sarkısı türkcell sen de bensiz el ocağında ağlayacaksın:)));2
hemde çok severek. Ağzından,burnundan tükürükler çıkan bir avukat ile birlikte. ee nede olsa hayat paylaşınca güzel !!;2
turkcell efendıde 10 maılden fazlası yok ben temız kuracam bır bıs servısı ama getırısı yok :) olsa tukkanı alırım :));2
"1000 sms'in yetmediğini söylediğim Turkcell görevlisinin, ""Yeni bir aşk durumları mı? eheh"" diyerek gülmesi de, şahane. Ne desem boş.";2
Bir e-posta ayari yapamayan Turkcell'in ben ......;2
bulundugum yerde turkcell cekmio ondan olmasin? :s;2
Aşkitom yaa kontörsüzlükten ölücem turkcell 24 saat beni bloke etti. Kimseye mesaj atamıyorum. Bugün gitmeseydiniz keşke hemen;2
Kmse yok kı turkcell de çevremdekı herkes avea mk :D;2
Hiç haketmedigim halde beni magdur eden TURKCELL i protesto ediyorum.Param ödenmiş,güncelleştirmem yapılmış vel tel.kapanmış;2
"""arkadaşımın telefonunda sevgilisinin adını TURKCELL diye değiştirdim gelen msjları okumadan siliyor ayrıldı...";2
İnanamadigim harika bir gundu. Suana kadar. Mal turkcell eksik olmasin;2
Turkcell uykumuzdan aliyo :);2
"4 günde n tane sms aldım (n&gt;50), n-10 tanesi turkcell ve bilimum giyim mağazalarından. hiç kimsenin aramadığı fin hattımı özlicem nerdeyse";2
İyiki 20 mb net paketim kaldı, yollamadığın mesaj kalmadı turkcell;2
bugünkü ruh halimle  in mükemmel çekim kalitesine küfüler yağdırdım.;2
Bi umut açıyorum ya mesajlarını yazıklar olsun sana da bana da Turkcell.;2
turkcell kullanan öğrenci mi olur yahu..;2
Bu Turkcell iyice aştı kendini 2 dakikada 6 mesaj gönderilir mi? İnsan içlerinden biri başkasındandır diye umutlanıyor insafsızlaaaaar.;2
hatırlıyorum onu gülermisin ağlarmısın sana hayat paylaşınca güzel diyen #turkcell maaşını baya bi paylaşmıştı;2
bence de... zaten turkcell'le işimiz bitti artık boşver...:D;2
dun gece turkcell beni taciz etti bildigin.;2
Turkcell'in çekmesi için gerçekten de baz istasyonu kurulması gerekiyormuş,,,;2
paranla galaxy note alamıyorsun bu ne iştir arkadaş! illa turkcell faturalı hattım mı olmak zorunda!?;2
#3kelimeyle2011 Turkcell beni uzdu.;2
ne saçma ya iPhone 4 ü aynı fiyata verdiniz doğru mü sizden iPhone 4 alanlar hata mı ettiler....;2
Sarı antenlerini s*ktiğimin TURKCELL'i 2900tl iphone 4s 64gb fiyatı mı olurmuş! Peki bu küfür alana mı gitmeli satana mı?;2
Bu gerizekalı tcell gece bedava vereceğine gündüz verseydi nolurdu;2
ne yani turkcell pahalı mı demek istiyorsun :D ???;2
sikayetvar.com sitesine ayrıca şikayetinizi yapın site artık firmalarla çalışıyor ayrıca Turkcell bu sitenin şikayetini ayrıca;2
bir noktada sinyal gucundeki azalmayi geri bildirim yaptiktan 1 gun sonra aranip ayni noktadamisiniz diye aranmak komik.;2
sayın  ataşehir gibi elit bir semtte oturmama rağmen, 3g vınn'ınız edge hızıyla vınnlıyor. allah sizi taş etmesin emi!;2
2012 yede bişey kalmadı ama hala yagmur yagdıgında internet gidiyor. Sana sesleniyorum #Superonline;2
Sabah sabah turkcell musteri hizmetleri omrumuzu yedi resmen ne kit insanlar varmis ya;2
turkcell para yiyor bya sıkıntı.;2
"Dipnot; Turkcell'in net hizina koyayim";2
#3kelimeyle2011 Benim kelimelerim: Nisantasinda Turkcell Cekmiyor!!!!;2
turkcell den alicam ariycaklardi sozde hala aramadilar amuhagoyim;2
#itirafetmekgerekirse Arkadaşımın rehperinden sevgilisinin adını turkcell olarak değiştirdim.sevgilisi ne zaman mesaj atsa okumadan siliyor;2
neden ki :S yok yav yeter bütün paramı türkcell'e verdiğim :D en az 1 yıl vodafone'dayım;2
kalite herkezin hakkı diye türkcell heryerde 4 çekermiş.hayatta paylaşınca güzelmiş.ama HELİN. heryerde herzaman 5 çeker. alayınıza gider...;2
birde birşey soracağım bu durum doğru ise vadofone ve turkcell yalan reklamdan halkı kandırmıyor mu? tüketici hakkımız yok mu=;2
hizmet kalitelerini degerlendirmeniz icin sms atiyor ve 8090'I aramanizi soyluyor. Surekli 1 verirseniz, hat dusuyor. Hizmete bak!;2
Oyle 4 ceker diye reklamlarla olmuyor. Gercekten 4 cekse keske... Internet paketi zaten ayri bir sorun, keske duzgun calisabilse;2
Nerden alacağını bilmem ama Turkcell'den kesinlikle alma.Adamlar ipad,iphone,blackberry gibi ürünlerde heryerden en az 200 tl fazla;2
ilginç olan bu telefonlar geliyor ardından turkcell ve emniyetten mesaj geliyor itibar etmeyin diye :D;2
Oc musteri hizmetleri kukla ettiniz amk turkcell beni sessimden tanirmis;2
Bre Turkcell ! Tam bi hırsızsın ! Seni bi daha kullanani esekler kovalasin!;2
Köprünün üstünde 3G çekmeyen Turkcell hayınsın, zalımsın;2
#TURKCELL senden çok büyük şlikayetlerim var;2
biri bana turkcell in gezenzi ye hala yatirim yaparak neye kastigini soyleyebilir mi? foursquare diye bir sey var da...;2
Mesajsa turkcell'dir. Arayansa annemdir. Çok yalnızım;2
Tüketici haklarına başvur tabi sözleşmen senden yanaysa...;2
4- Hepsiburada'ya, KVK'ya, Turkcell'e, Vodafone'ye Sövesim geldi sövmedim. BlackBerry'e sövesim geliyor, sövmicem. Ben o Noel'inde ...;2
panpis turkcel bizi kandiriyo galiba :( telefonuna ip takip boynuna asarmisin iki dag arasinda cekip cekmedigine bakarmisin;2
#turkcell Turkcell çekmiyor arkadaş kim ne derse desin, ' Duyuyor musun? ' ' Alo? ' ' Pardon telefon kesildi ' hep aynı… Bu nedir arkadaş..;2
Bu turkcell in günlük sms kotası ne kadar saçma ya al işte bitti;2
"Musteri hizmetlerine baglanirken 1730264 kere ""Turkcell beni sesimden tanir"" dedirttiler. Kafayi yemis bunlar demedi demeyin.";2
sabah 4 te mesaj atan çılgın turkcell;2
#Blackberry kaynaklı 3G sorunu çözülmek bilmiyor.  de halledemedi, arkadaşlar çözmeye çalışıyor dedi.  nedir sorun?;2
gel vodofona :)  bugüne kadar türksel beni yolmuş ta yolmuş. böyle arayan soran da yok;2
Kommensalizme ornek:  ve ben. Turkcell yararlanirken benim bişeyden etkilendiğim yok.Mutualizmi avea ile deneme karari aldim.;2
seviyorsan gel konus,surekli mesaj atıp durma. abaza mısın nesin;2
3G ve E kapismasi beni bazen cok yoruyo, hangisini kullanicama ben karar versem nasil olur sevgili #turkcell ?;2
#hayatpaylasincaguzel  Paylaşamıyoruz, çünkü tcell odamdan çekmiyor. Bir alo demek için 3 dk harcayınca paylaşmış olmuyoruz.;2
Lanet olsun Turkcell Özel Hizmet Merkezi. Gecen gün yazdıgım iyi seyleri geri aliyorum.;2
Bu gece saat 00.00 itibaryle turkcell'den ayrılıyorum.;2
Korkuyorum bir gün kapı çalacak Turkcell den gelecekler yakama yapışıp o kadar mesaj çektik bir cevap vermedin aşk olsun diyecekler diye..;2
Düzenli ilişki dediğimizde hepimizin aklına Turkcell gelmiyor mu sahiden?;2
turkcell de benim sesim uygulamasini kaldirisaniz cok mutlu olucam bu gune kadar sesimi hic tanitamadim hep wc da mi olalim;2
hay baslicam senin sagladgn 3g ye deee cekim gucune dee ...;2
bana da 159 tl fatura gelmiş, bu ne ya, resmen salak yerine koyuyor adamı  #turkcellesavasim var;2
cim ok seviyosun beni lakin ben istemiyorum.Msjlarin yetmezmis gibi gun boyu aramak nedir? Acmayan Ozge acmiyor da...;2
tcell= uç kaaat;2
BİR EVDE OLMAMASI GEREKEN 3 ŞEY...1.TURKCELL 2. DİGİTURK 3.KERİZ ANTEN ÇİÇEĞİ;2
turkcellin rezil oldugu yil;2
O değilde bu Turkcell reklamindaki ağlak, yandan düdüklü sesi olan adam kim abi? Biri benim yerime bulsun ve Tibet'e götürüp orada biraksin.;2
#Turkcell biraz bir seyler yap Twitter'in Facebook'tan eksigi ne? Onun niye 0'ı m'i yok. Yazik bence.;2
"Musterı hızmetlerıne baglanıcam dıye sabahten berı ""Turkcell benı sesımden tanır"" dıyıp duruyorum sokakta goren delı dıycek";2
Bu turkcell tam bi serefsizz heryerden bindiriyorlar yuhh yaa!;2
İnternet paketim var turkcel hala kontor alio benden!!;2
#hayattansogutanseyler  in çok pahalı olması.;2
senin bu cekememezliginden biktim usandim #turkcell;2
dötü kalkar insanın önce :D #BuKutudaNeVar;2
kullanan müşterilerine yönelik avantajlr sunmuyor.Turkcell bu satış ve pazarlama yöntemleriyle devam ederse eski müşterilerini kaybedebilir!;2
saygı değer sevgilim  beni hep sen arıyorsun msj atıyorsun. senden başka soranım yok fakat isteklerin çok oldu ama...;2
Turkcell ile yollarımızı ayırdık.Turkcell e hayatta başarılar. Hayatı paylaşmama izin vermediler. Bende yolları ayırdım.;2
Ibne turkcell, sesli mesaj var diye sms geliyo sesli mesaji dinlemek icin 50kurus veriyosun sesli mesaj turkcell'den, kimi sikiyosunuz?;2
+ Kanka Turkcell'i kazıkladım. - Nasıl Lan ? + Sms yaptım seneye bitiyo :D - Allah belanı versin';2
3 gunde 1 gb nasil biter nasil pis turkcell:(;2
canim paket bitmeden suresi bitiyo ya bende turkcell daha fazla kara gecmesin diye tepe tepe kullaniyorum :D;2
434,00 tl ödemeyi nasıl yapacağım acaba süperonline a içime oturur ya;2
198TL Fatura! Ey Turkcell! Her ay beceren sensin ama o bebek selocanlar yine senden çıkıyor! Nasıl bi'tongaya düştük anlamadım ki amk!;2
Biri şu turkcell reklamını yayından kaldırsın;2
turkcell bana mesaj atti cunku seni aldatiyorr :D;2
Bu  ay  Turkcell e sağlam internet faturası öder herhalde..:));2
Cocacola'nın yeni reklamı her zamanki gibi güzel olmuş. Turkcell'den taklit etmesini bekliyorum. Yakında izleriz.;2
bu turkcell'in ta ..... bi kontör yükledik 2 saat oldu gelmedi nasıl iş bu ya :S;2
Çok pisliksin türksel -.-;2
Günlükleri Vol. (bilmem kaç) Sen bu mektubu okurken ben çoktan seni terk edip buralardan gitmiş olucam.;2
Çok şükür superonline ile problemim çözüldü.;2
#2012istekleri  Turkcell den kurtulmak bir an önce, şart oldu -alışkanlıklar bir kenara artık -;2
Pardon :))  mümessili olduğunuzu yeni farkettim.Davulun sesini bilmem ama başka sesleri iyi duyarız biz.Merak etmeyin;2
Ruhumu emdin superonline... fiberine ot tikanasica...;2
Paylaşınca ne çoğalıyoo amip miyiz biz neyiz senin gözünde Turkcell;2
kodumun Turkcell'i geçen ayın faturasını daha yeni yolluyo.;2
Bogazda deniz kenarinda bu turkcell in cekmemesine bir anlam veremiyorum yaa nedir buu;2
Elveda Turkcell. Yarın seni terk ediyorum.;2
superonline ?net baglatmak için yeni eve tasındık ve net yok turkcellden mi alsam ama cekme sorunu vs?;2
Coca Cola ve Turkcell reklamları sayesinde herkes Fenafillah olucak :D;2
turkcell cok mu ii sanki..her ay paketlerinin 3 kati para gelio..surekli daha yuksek bi paket almaya mecbur birakiosun..;2
donuma kadar aldın;2
turkcell bu ya ne yaptıgı bellı olmaz;2
Avea yalan söylüyor Tamam denilen işleme 15 gün sonra olmaz dediler Kendi içinde iletişim kuramayanlar müşteri ile nasıl kursun;2
"vapurda gazete dagitiyorsunuz. Guzel hareket de dagittirdiklarinizi iyi secmiyorsunuz galiba. Kustahlik &amp; terbiyesizlik zirvede";2
Bugún Turkcell' mesaj atmadı. Kesın başka biri var :);2
bu turkcell kadar kazık atabilen  bir hat yok.;2
+Turksel beni sesimden tanır.-anlamadık lutfen yenıden deneyın +Turksel benı sesımd.. benim ben döl ziyanı tanımadın mıaa (turk kızı merve)';2
Bi merhamet et gunde 167msj kıme yeter hadı bızı düşünmüosan alttan gelen neslimizi ergenlerımızı dusun ergenler msjsz kalmasın:);2
FAZLA ÖDEDİĞİM FATURAM HALA TURKCELL TARAFINDAN GERİ ODENMEDİ MŞT.HİZ ALDIĞIM CEVAP EFENDİM BİZBU KONUDA YARDIMCI OLAMİYORUZ;2
281 lira tel faturasi mi olur turkcell !;2
İnternet paketimin bitmesine rağmen 2 hafta bedavadan kullanmıştım.Oparatör yeni uyandı duruma.Hep senmi yolucan bizi Turkcell :D;2
ödediğimiz tel faturalarının %25'i KDV, %18'i de ÖİV. Yani devlet turkcell hep beraber geçiriyor anlayacağın.;2
Bu turkcell niye böyle orospu çocuğu...;2
Ne saçma abi. Evdeki bağlantım Twitter ve Dropbox'a girmeme izin vermiyor. Superonline'ın saçmalığı mı?;2
